"puesto","empresa","nivel","area","fecha","detalle","dpto","fecha_scraping"
"GUARDIA DE SEGURIDAD CON LIBRETA DE MOTO","Importante empresa","Auxiliar","Seguridad - Vigilancia","Hace 2 semanas ","Guardia de seguridad en Barrio Privado Requisitos Excluyentes: Masculino de 20 a 60 años Libreta de Moto Disponibilidad Horaria para turnos Rotativos Loc ...","montevideo",2018-12-11 20:23:07
"DESARROLLADOR/PROGRAMADOR WEB","ACTotal","Analista","Tecnologías de la información","Hace 1 semana ","Buscamos personas con conocimientos en las tecnologías mencionadas a continuación con gran deseo de aprender y crecer junto a un excelente equipo de trabaj ...","montevideo",2018-12-11 20:23:07
"GUARDIAS ARMADOS PARA PASO MOLINO","SECURITAS","Auxiliar","Seguridad - Vigilancia","Hace 1 semana "," Para servicios de primer nivel en las siguientes zonas:   Malvín - Prado - Cerro - Paso de la Arena - Paso Molino   Requisitos: Entre 25 y 59 años, bu ...","montevideo",2018-12-11 20:23:07
"GUARDIAS ARMADOS PARA PASO DE LA ARENA","SECURITAS","Auxiliar","Seguridad - Vigilancia","Hace 1 semana "," Para servicios de primer nivel en las siguientes zonas:   Malvín - Prado - Cerro - Paso de la Arena - Paso Molino   Requisitos: Entre 25 y 59 años, bu ...","montevideo",2018-12-11 20:23:07
"TÉCNICOS INSTACIÓN Y MANTENIMIENTO DE SISTEMAS DE SEGURIDAD","SECURITAS","Técnico / Especialista","Servicios - Oficios","Hace 1 semana "," Nos enfocamos en la búsqueda de Técnicos en Instalación y Mantenimiento de Sistemas de Seguridad para integrar nuestro equipo de trabajo.  Teniendo como  ...","montevideo",2018-12-11 20:23:07
"GUARDIAS ARMADOS PARA CERRO","SECURITAS","Auxiliar","Seguridad - Vigilancia","Hace 1 semana "," Para servicios de primer nivel en las siguientes zonas:   Malvín - Prado - Cerro - Paso de la Arena - Paso Molino   Requisitos: Entre 25 y 59 años, bu ...","montevideo",2018-12-11 20:23:07
"GUARDIAS ARMADOS. MALVIN","SECURITAS","Auxiliar","Seguridad - Vigilancia","Hace 1 semana "," Para servicios de primer nivel en las siguientes zonas:   Malvín - Prado - Cerro - Paso de la Arena - Paso Molino   Requisitos: Entre 25 y 59 años, bu ...","montevideo",2018-12-11 20:23:07
"ENCARGADO DE MANTENIMIENTO EDILICIO","PROSEGUR","Supervisor / Encargado","Construcción - Arquitectura","Hace 1 semana "," Buscamos profesional con formación en Ingeniería Civil, Arquitectura, construcción o afines.  Experiencia de 2 años en tareas de mantenimiento edilicio,  ...","montevideo",2018-12-11 20:23:07
"GUARDIAS ARMADOS PARA PRADO","SECURITAS","Auxiliar","Seguridad - Vigilancia","Hace 1 semana "," Para servicios de primer nivel en las siguientes zonas:   Malvín - Prado - Cerro - Paso de la Arena - Paso Molino   Requisitos: Entre 25 y 59 años, bu ...","montevideo",2018-12-11 20:23:07
"OPERARIO PARA PLANTA DE BIOLÓGICOS","PLANTA DE BIOLOGICOS","Peon","Producción","Hace 1 semana ","  Preferentemente con conocimiento de microbiologia Industrial","montevideo",2018-12-11 20:23:07
"ABOGADO","Estudio juridico","Profesional","Legal","Hace 1 semana "," Junior en el área laboral","montevideo",2018-12-11 20:23:07
"OPERARIO PARA PACKING Y DEPÓSITO","IMPORTANTE LABORATORIO","Oficial","Servicios - Oficios","Hace 1 semana "," Zona de Pando  Requisitos: Preferentemente mayor de 30 años. Masculino (excluyente) Experiencia en Etiquetado, Estuchado y preparación de pedidos. D ...","montevideo",2018-12-11 20:23:07
"SECRETARIA-ADMINISTRATIVA","FULL Human Consultores realiza la búsqueda para importante Empresa Rentadora de autos","Asistente","Administración - Secretariado","Hace 1 semana "," Se espera de la persona una actitud proactiva y de buena disposición hacia el trabajo, que contribuya en los procesos de mejora continua e imagen de la em ...","montevideo",2018-12-11 20:23:07
"DIRECTOR DE OBRA","IMPORTANTE EMPRESA CONSTRUCTORA","Jefe","Construcción - Arquitectura","Hace 1 semana ","  Importante Empresa constructora busca:  Director de Obra: Arquitecto o Ing. Civil   Para obra en Nueva Palmira-Colonia.   Con experiencia como Dir ...","montevideo",2018-12-11 20:23:07
"SUPERVISOR PARA PLANTA","Importante Empresa Metalurgica","Supervisor / Encargado","Producción","Hace 1 semana "," Requisitos: 4 años de experiencia en cargos similares.  Manejo de personal herrería y tornería.  Paquete Office y dibujo técnico  Se valoran conocimie ...","montevideo",2018-12-11 20:23:07
"AUXILAR ADMINISTRATIVO -CONTABLE","EMPRESA CONSTRUCTORA EN MALDONADO","Asistente","Finanzas - Contabilidad - Auditoria","Hace 1 semana ","   SOLICITA  AUXILAR ADMINISTRATIVO -CONTABLE   REQUISITOS:  EXPERIENCIA EN TRABAJOS ADMINISTRATIVOS- CONTABLES, REGISTRACION  Y MANEJO DE DOCUMENTAC ...","montevideo",2018-12-11 20:23:07
"AYUDANTE DE COCINA","CHIVITERIA MIL SALSAS","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 1 semana ","Preparación de minutas, manejo de fritador. Buena presencia y disponibilidad horaria. Presentarse el lunes 3 de diciembre de 9.30hs a 11.00 hs. en Plaza de ...","montevideo",2018-12-11 20:23:07
"VENDEDOR","Importante empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 1 semana ","Nuestra búsqueda se orienta a personas que cuenten con excelente presencia, experiencia en atención al cliente y buen léxico. Buscamos Requisitos excluyen ...","montevideo",2018-12-11 20:23:07
"REPONEDOR EXTERNO","Importante empresa","Auxiliar","Ventas - Comercial","Hace 1 semana ","Las personas irán a los comercios que el Supervisor determine en su ruta con el objetivo final de lograr una buena exhibición de los productos que el clien ...","montevideo",2018-12-11 20:23:07
"AUXILIAR ADMINISTRATIVO CONTABLE","LABORATORIO FARMACEUTICO VETERINARIO","Asistente","Finanzas - Contabilidad - Auditoria","Hace 1 semana ","Asistente administrativo contable. Será responsable de: realizar el ingreso de comprobantes al sistema, preparar pago a proveedores, manejo de caja chica,  ...","montevideo",2018-12-11 20:23:07
"CHOFER CON LIBRETA PROFESIONAL","Empresa de Transporte Profesional de Carga","Peon","Servicios - Oficios","Hace 1 semana ","Chofer con libreta profesional categoría C o D para manejar camiones con volcadora en Montevideo. Trabajo de lunes a sábados - 6 horas","montevideo",2018-12-11 20:23:07
"VENDEDOR","Vibrando Infinito","Auxiliar","Logística - Distribución","Hace 1 semana ","Estamos en la búsqueda de jóvenes vendedores entre los 18 y 35 años de edad que quieran unirse a equipo de ventas establecido para trabajar asociado a empr ...","montevideo",2018-12-11 20:23:07
"DISTRIBUIDOR"," AIS URUGUAY S.A.","Auxiliar","Logística - Distribución","Hace 1 semana ","Ventas y Distribución de productos del rubro de nutrición. Consolidar, liderar y formación de equipo de trabajo. Buen manejo de REDES SOCIALES (FACEBOOK; I ...","montevideo",2018-12-11 20:23:07
"AYUDANTE DE COCINA PARA RECONOCIDO RESTAURANTE EN CARRASCO","Importante empresa","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 1 semana ","Elaboracion de platos. Higiene de la Cocina. Despacho. Elaboracion de acuerdo a los estandares de la empresa. Alta disponibilidad horaria para turnos matut ...","montevideo",2018-12-11 20:23:07
"COORDINADOR DE VENTAS DE CALLE","Importante empresa","Supervisor / Encargado","Ventas - Comercial","Hace 1 semana ","Buscamos una persona con perfil de liderazgo para llevar adelante un grupo de vendedores en la calle. Sus funciones principales serán; coordinar, organizar ...","montevideo",2018-12-11 20:23:07
"VENDEDOR DE CALLE","Importante empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 1 semana ","Buscamos jóvenes para venta en la calle de productos del rubro Telefonía. Con carisma, buena presencia, buena disposición  y ganas de trabajar.   Se ofrece ...","montevideo",2018-12-11 20:23:07
"VENTAS","Importante empresa","Auxiliar","Administración - Secretariado","Hace 1 semana ","Manejo de excel, experiencia en el área. Formara parte del equipo de administración desarrollando tareas de control de facturas y pago a proveedores. segui ...","montevideo",2018-12-11 20:23:07
"VENTAS","Importante empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 1 semana ","Manejo de excel, experiencia en el área. Formara parte del equipo de ventas desarrollando tareas de control de facturas y cobro a clientes. seguimiento, va ...","montevideo",2018-12-11 20:23:07
"SUSHIMAN/SUSHIGIRL","pez globo ","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 1 semana ","Saber hacer sushi. Hacer Sushi en servicio y pre producción o Encargado de cocina Dependerá de la experiencia","montevideo",2018-12-11 20:23:07
"BACHERO","pez globo carrasco","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 1 semana ","Mantener orden y limpieza de cocina durante servicio de delivery y responder a la demanda del jefe de cocina para colaborar con tareas culianrias Mantener  ...","montevideo",2018-12-11 20:23:07
"CAJERA Y CREDITOS","Importante empresa","Auxiliar","Ventas - Comercial","Hace 1 semana ","Atención clientes, facturación, caja, manejo documentación créditos. Las inherentes al puesto.","montevideo",2018-12-11 20:23:07
"AUXILIAR DE EMPAQUE Y DEPÓSITO","Importante empresa","Auxiliar","Logística - Distribución","Hace 1 semana ","Atención al público, carga de mercadería, manejo de PC y documentación. Las inherentes al cargo.","montevideo",2018-12-11 20:23:07
"SUB ENCARGADO/A","ARTICO","Supervisor / Encargado","Hotelería - Gastronomía - Turismo","Hace 1 semana ","Reconocida empresa nacional con múltiples emprendimientos gastronómicos y mas de 30 años en el mercado selecciona para nuevo local en PUNTA CARRETAS: - SU ...","montevideo",2018-12-11 20:23:07
"VENDEDORA","Importante empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 1 semana ","Vendedora para reconocida cadena de tiendas de Uruguay, buena disponibilidad horaria , buena presencia y buen trato con el público Vendedora,","montevideo",2018-12-11 20:23:07
"PARRILLERO","KLAU SA","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 1 semana ","Parrillero Parrillero","montevideo",2018-12-11 20:23:07
"QUÍMICO FARMACÉUTICO","Para industria química referente en el sector agrícola","Profesional","Producción","Hace 1 semana ","¿Quieres el desafío? La posición colabora activamente en actividades de I+D+i, así como en la gestión del laboratorio de control de calidad. En esta línea ...","montevideo",2018-12-11 20:23:07
"AUXILIAR CONTABLE CALIFICADA","","Asistente","Finanzas - Contabilidad - Auditoria","Hace 1 semana ","aux,Contable calificada con experiencia en programas memory y personal GNS para empresa horario completo de lunes a viernes recuperando los sabados de 10 a ...","montevideo",2018-12-11 20:23:07
"ASISTENTE EN COMUNICACION Y MARKETING DIGITAL","Importante empresa","Profesional","Arte - Diseño - Comunicación","Hace 1 semana ","Nos encontramos en la búsqueda de una persona proactiva,eficiente con capacidad organizativa y multitasking, contar con una amplia visión de inovacion y bú ...","montevideo",2018-12-11 20:23:07
"VENDEDORAS CAJERAS ENCARGADAS SHOPPING","","Ejecutivo Comercial","Ventas - Comercial","Hace 1 semana ","Orientamos la búsqueda a personas: -	mayores de 25 años -	proactivas, responsables y amables -	con gusto por la atención al cliente y el trabajo en equipo ...","montevideo",2018-12-11 20:23:07
"OFICIAL REPOSTERO Y DECORADOR","Importante empresa","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 1 semana ","Se necesita repostero -Decorador con experiencia para realizar una suplencia Decoracion de postres","montevideo",2018-12-11 20:23:07
"EDUCADORA","C.M.C. ""La Posada""","Técnico / Especialista","Educación - Recreación - Deportes","Hace 1 semana ","Educadora (mujer) de cotidiano para Centro de Medio Camino (convenio con INAU), adolescentes con trastornos de conducta. Se valorará experiencia y formació ...","montevideo",2018-12-11 20:23:07
"INTENDENTE DE MANTENIMIENTO EDILICIO PARA SU PLANTA INDUSTRIAL.","Viscofan","Jefe","Producción","Hace 5 días "," Selecciona Intendente de mantenimiento edilicio para su planta industrial. Experiencia de 2 años en cargos similares. Habilidades Proactivo, resolutivo, ...","montevideo",2018-12-11 20:23:07
"CONCESIONARIO CANTINA","Importante  Colegio","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 5 días "," Concesionario Cantina","montevideo",2018-12-11 20:23:07
"ADMINISTRATIVO COMERCIAL","IMPRENTA","Auxiliar","Administración - Secretariado","Hace 6 días ","Atención y asesoramiento al cliente, de forma escrita principalmente (e-mail),  para cumplir de forma correcta se debe tener buena comprensión de lo que el ...","montevideo",2018-12-11 20:23:07
"TESORERO","Importante empresa","Supervisor / Encargado","Finanzas - Contabilidad - Auditoria","Hace 6 días ","El objetivo principal del puesto es la gestión operativa de la tesorería, teniendo a su cargo las siguientes tareas: Manejo de flujo de fondos, efectuar l ...","montevideo",2018-12-11 20:23:07
"GUARDIAS DE SEGURIDAD","VECTOR SEGURIDAD","Auxiliar","Seguridad - Vigilancia","Hace 6 días "," GUARDIAS DE SEGURIDAD CON Y SIN ARMA  Zonas de Montevideo y Ciudad de la Costa.  Se requiere:  -Muy buena presencia. -Masculinos entre 23 y 50 años. ...","montevideo",2018-12-11 20:23:07
"AUXILIAR TÉCNICO","","Auxiliar","Producción","Hace 6 días ","Se ofrece integrarse a una empresa joven con fuertes perspectivas de crecimiento, en horario part-time inicialmente.  Entre las funciones a cumplir se enc ...","montevideo",2018-12-11 20:23:07
"VENDEDORA PARA MOSTRADOR PANADERIA","PANADERIA","Auxiliar","Servicios - Oficios","Hace 6 días ","ATENCIÓN AL PUBLICO, VENDER EN EL MOSTRADOR, ORDENAR, LIMPIAR BUSCAMOS UNA PERSONA RESPONSABLE, DINÁMICA, CON CAPACIDAD PARA RESOLVER IMPREVISTOS Y GANAS D ...","montevideo",2018-12-11 20:23:07
"LIDERES DE EQUIPOS Y VENTAS","Importante empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 6 días ","Profesionalizarse, adquiriendo aptitudes de venta y liderazgo de  equipos. Tarea independiente, sin sueldo fijo. Desarrollar aptitudes de ventas.  Capacita ...","montevideo",2018-12-11 20:23:07
"VENDEDOR ELECTRODOMÉSTICOS LOCAL COMERCIAL","Importante empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 6 días ","Seleccionamos vendedor/a con experiencia en ventas en locales comerciales. Se valora que el candidato cuente con experiencia de más de 3 años, en alguno de ...","montevideo",2018-12-11 20:23:07
"PRESUPUESTADOR PARA A&C CONSTRUCTORA","","Profesional","Construcción - Arquitectura","Hace 6 días ","Cotizar obras de Construcción en Licitaciones publicas y privadas. Metrajes, visitas a obra, relacionamiento con clientes. SELECCIONAMOS 1 PRESUPUESTADOR D ...","montevideo",2018-12-11 20:23:07
"ARQUITECTO O INGENIERO","","Profesional","Construcción - Arquitectura","Hace 6 días ","JEFE DE OBRAS Jefatura en distintas obras de construcciòn que posee la empresa Capacidad de mando.  Experiencia previa minimo 3 años comprobables.  Resolut ...","montevideo",2018-12-11 20:23:07
"CORTADOR/A DE PRENDAS DE CUERO LANAR","Importante empresa","Oficial","Producción","Hace 6 días ","CORTADOR/A DE PRENDAS DE CUERO LANAR CON LANA, SOLICITA EMPRESA EXPORTADORA CORTAR LAS PRENDAS CON LOS CUEROS PROVISTOS POR LA EMPRESA","montevideo",2018-12-11 20:23:07
"AYUDANTE MAQUINISTA PARA FRIGORÍFICO DE FRUTAS.","JUMECAL","Auxiliar","Producción","Hace 1 semana ","Ayudante de maquinista de planta frigorífica, responsable del funcionamiento y mantenimiento del equipo de frío, cámaras y equipos auxiliares. Requisito fu ...","montevideo",2018-12-11 20:23:07
"AUXILIAR IDONEO CONTABLE TEMPORAL(9 MESES)","","Asistente","Finanzas - Contabilidad - Auditoria","Hace 1 semana ","Auxiliar Contable, (Temporal 9 meses) Se trata de una excelente oportunidad de aprendizaje dentro de una Institución referente en el País, para cumplir fun ...","montevideo",2018-12-11 20:23:07
"VENDEDOR/A PARA MOSTRADOR DE REPUESTOS AUTOMOTRICES","Empresa de Logística","Ejecutivo Comercial","Ventas - Comercial","Hace 1 semana "," Zona Centro.  Requisitos: Manejo de Catálogo de partes  Experiencia 2 años en el rubro Excel básico ","montevideo",2018-12-11 20:23:07
"AUXILIAR DE DEPÓSITO","Empresa de Logística","Auxiliar","Logística - Distribución","Hace 1 semana "," Requisitos: Ciclo Básico completo y/o mecánica Libreta de conducir Cat. ""A "" Edad entre 20 y 28 años Experiencia mínima 1 año ( no excluyente ) Horar ...","montevideo",2018-12-11 20:23:07
"AUXILIAR ADMINISTRATIVO/A PARA COBRANZAS","Empresa de Logística","Auxiliar","Administración - Secretariado","Hace 1 semana "," Atención al Público Emisión de recibos Tareas de archivo Paquete Office Tolerancia al trabajo bajo presión  Experiencia 2 años ","montevideo",2018-12-11 20:23:07
"OFICIAL DE MANTENIMIENTO.","Importante empresa","Oficial","Producción","Hace 1 semana ","El cargo reporta al Encargado de Mantenimiento y tiene como principal objetivo realizar tareas de mantenimiento correctivo y preventivo de las instalacione ...","montevideo",2018-12-11 20:23:07
"CHOFER PARA TAXI","chofer para taxi","Peon","Servicios - Oficios","Hace 1 semana ","chofer para taxi turno diurno de 02 a 14, auto nuevo no somos administración, que viva cerca del Cerrito, poseer libreta categoría E. manejar el taxi de 02 ...","montevideo",2018-12-11 20:23:07
